time_ns,acorr
0.0,1.0000000000000002
0.01,0.9077006714719205
0.02,0.8904831502534116
0.03,0.8812346146515021
0.04,0.8792921490666163
0.05,0.8728253291333502
0.06,0.8677448768442706
0.07,0.8581913369047782
0.08,0.8544794533453717
0.09,0.8520364616040662
0.1,0.8486559009278546
0.11,0.845592952985986
0.12,0.8463878236740315
0.13,0.838345122447698
0.14,0.8351561548782116
0.15,0.8390031578195453
0.16,0.8372548039408222
0.17,0.8333562903136542
0.18,0.8363081021880067
0.19,0.8302834916943537
0.2,0.8319811893934648
0.21,0.8316559276238181
0.22,0.8321869141499022
0.23,0.8303304566981895
0.24,0.8261321866656689
0.25,0.828772453907747
0.26,0.8254358135850274
0.27,0.821864167218235
0.28,0.8214543566787196
0.29,0.8166205875440666
0.3,0.8121566509879062
0.31,0.8084174481572755
0.32,0.8108392789231728
0.33,0.8136238543040398
0.34,0.8125769122312586
0.35000000000000003,0.8150788357773977
0.36,0.8147353506306176
0.37,0.8176011002950355
0.38,0.8220789746842468
0.39,0.8130026556478159
0.4,0.8134499521246051
0.41000000000000003,0.8109867774456206
0.42,0.8102872191388237
0.43,0.8119014994504621
0.44,0.8145581411873315
0.45,0.8132190869127978
0.46,0.8079985406259339
0.47000000000000003,0.8085159351778872
0.48,0.8120418991525256
0.49,0.809295467944164
0.5,0.805487202195031
0.51,0.8083673388309539
0.52,0.8065135370048478
0.53,0.8067527697841036
0.54,0.807540909806433
0.55,0.8081233323320369
0.56,0.8054408519084785
0.5700000000000001,0.798997977139375
0.58,0.8016088684103965
0.59,0.8009000289938382
0.6,0.7992053440874425
0.61,0.7987371247545338
0.62,0.7983666155594421
0.63,0.7997249813764497
0.64,0.8000241531631764
0.65,0.7955152341941575
0.66,0.7877743708782035
0.67,0.7900424789716008
0.68,0.7933717849005535
0.6900000000000001,0.7929956033483616
0.7000000000000001,0.7888338447233135
0.71,0.7893426234466865
0.72,0.792246240544392
0.73,0.7919819621845552
0.74,0.7870987372373788
0.75,0.7815540928470596
0.76,0.7797438199862731
0.77,0.7784248136799053
0.78,0.7773131801931741
0.79,0.7801352271821042
0.8,0.7745435577996062
0.81,0.770991140385936
0.8200000000000001,0.7701505080430583
0.8300000000000001,0.7736473619396619
0.84,0.77298005536767
0.85,0.7690941702580896
0.86,0.7693823350660144
0.87,0.7701845443186157
0.88,0.7679162575103924
0.89,0.7638607295099562
0.9,0.7706925568265639
0.91,0.7668403287860778
0.92,0.7650113473131656
0.93,0.7637110342116381
0.9400000000000001,0.7608298165605669
0.9500000000000001,0.7605572896166694
0.96,0.7621779559704821
0.97,0.7598630290963146
0.98,0.7543378436718357
0.99,0.7533461598090869
1.0,0.7533598483990369
1.01,0.7525566753811477
1.02,0.7526772709949814
1.03,0.749506655628892
1.04,0.7426871254039491
1.05,0.7490550708473294
1.06,0.749887468681507
1.07,0.7480087743073989
1.08,0.7485989979889198
1.09,0.7448100205652416
1.1,0.745099593713504
1.11,0.7448724921042057
1.12,0.7419047507387718
1.1300000000000001,0.7460225060169345
1.1400000000000001,0.7430126597766852
1.1500000000000001,0.7448489828417545
1.16,0.7440955542821946
1.17,0.7434123216586865
1.18,0.7402133278331269
1.19,0.7415800079104912
1.2,0.739770549142523
1.21,0.7335617522276022
1.22,0.7345884301346097
1.23,0.7370486598233287
1.24,0.7313359641101072
1.25,0.7309327174031287
1.26,0.7327285104049502
1.27,0.7294398784491796
1.28,0.731456630349376
1.29,0.730507324329147
1.3,0.7267607265374562
1.31,0.7297287312611181
1.32,0.7268717307405421
1.33,0.7277760978567687
1.34,0.7291810710419173
1.35,0.7287372997856706
1.36,0.7225561441189262
1.37,0.7269601827276594
1.3800000000000001,0.7282437916925442
1.3900000000000001,0.7247998506371646
1.4000000000000001,0.7221390616662582
1.41,0.7281501159022444
1.42,0.7237198474000417
1.43,0.7209263986487894
1.44,0.7218429015988289
1.45,0.7145031042566412
1.46,0.7163230387683962
1.47,0.7154245468982322
1.48,0.7134895828631062
1.49,0.7086779041188548
1.5,0.7096730933751195
1.51,0.7129451088218842
1.52,0.7136492800484204
1.53,0.7088359070423905
1.54,0.7087038583526015
1.55,0.70801690135138
1.56,0.7070936696758442
1.57,0.7018843107802316
1.58,0.6982462555885484
1.59,0.700571900606249
1.6,0.7011052613812891
1.61,0.698842787073453
1.62,0.6954704820316336
1.6300000000000001,0.6981152289057388
1.6400000000000001,0.6972175905358446
1.6500000000000001,0.6948294989018291
1.6600000000000001,0.6927223797531319
1.67,0.6891130758093705
1.68,0.685253051140286
1.69,0.6882238259733626
1.7,0.6863862125690289
1.71,0.6894200046923274
1.72,0.6835661505550912
1.73,0.681810316794354
1.74,0.6839900764273655
1.75,0.6847111189185183
1.76,0.6852839640100034
1.77,0.6823597745716353
1.78,0.6872402096821923
1.79,0.68798413340912
1.8,0.6827918983920604
1.81,0.6817470279912138
1.82,0.6832543669884424
1.83,0.6802514619964215
1.84,0.678692349902479
1.85,0.6783675751538698
1.86,0.6789841496092139
1.87,0.6758019686026646
1.8800000000000001,0.6711591892239723
1.8900000000000001,0.671348297330492
1.9000000000000001,0.6709376127419857
1.9100000000000001,0.6693327752052464
1.92,0.668918503145705
1.93,0.6662068858789237
1.94,0.6614793673384839
1.95,0.6613234509462924
1.96,0.6642824910794178
1.97,0.6632176218843774
1.98,0.6633232893645977
1.99,0.6583576033245033
